BASE_YM,MDCL_TOID_CODE,MDCL_TOID_NM,MENU_LGLS_CODE,MENU_LGLS_NM,MENU_MDCL_CODE,MENU_MDCL_NM,MLE_Y20_BELO_SELG_AMNT,MLE_Y20_SELG_AMNT,MLE_Y30_SELG_AMNT,MLE_Y40_SELG_AMNT,MLE_Y50_SELG_AMNT,MLE_Y60_ANM_SELG_AMNT,WO_Y20_BELO_SELG_AMNT,WO_Y20_SELG_AMNT,WO_Y30_SELG_AMNT,WO_Y40_SELG_AMNT,WO_Y50_SELG_AMNT,WO_Y60_ANM_SELG_AMNT,AGEGRP_SEX_TOT_SELG_AMNT,MLE_Y20_BELO_USE_NCAS,MLE_Y20_USE_NCAS,MLE_Y30_USE_NCAS,MLE_Y40_USE_NCAS,MLE_Y50_USE_NCAS,MLE_Y60_ANM_USE_NCAS,WO_Y20_BELO_USE_NCAS,WO_Y20_USE_NCAS,WO_Y30_USE_NCAS,WO_Y40_USE_NCAS,WO_Y50_USE_NCAS,WO_Y60_ANM_USE_NCAS
202401,Q06,분식,A,밥류,A14,초밥류,,767000,2193200,1632225,1173000,540500,,1118500,2009700,1509100,1491000,447000,,,159,496,359,266,143,,254,486,364,334,100
202405,Q14,패스트푸드,A,밥류,A03,김밥류,18000,163100,1316497,1800300,1791200,1169997,,1318300,1781700,1727400,1984597,1168800,,4,27,259,477,463,327,,243,335,395,487,294
202404,Q11,제과/제빵/떡/케익,A,밥류,A04,덮밥류,,820600,3093536,3901867,3807636,3464760,,1310610,2569150,3683107,4861963,4638260,,,130,530,578,610,592,,258,451,640,819,813
202312,Q01,간이주점,A,밥류,A13,주먹밥류,,10944783,5094272,1619600,855752,38000,,8180406,1541899,525800,725000,,,,1689,722,262,167,9,,1502,277,85,127,
202312,Q03,닭/오리요리,I,조림류,I03,육류조림류,,,,,,,,,,40000,60000,,,,,,,,,,,,4,6,
202312,Q08,유흥주점,B,면류,B15,파스타/스파게티류,,4268053,6893061,2811600,880700,128260,111742,12105875,8414984,2532772,1581900,78000,,,270,381,148,49,6,7,719,449,140,93,5
202308,Q06,분식,M,만두류,M04,김치만두류,,2663900,8100500,11617400,13980600,10136900,,2827000,6009500,9467100,13034700,8215400,3198000,,436,1293,1847,2145,1471,,479,949,1512,1986,1183
202402,Q01,간이주점,V,주류,V06,양주류,,16214600,32294597,16528800,16014988,944500,,5397000,3865308,1077250,381218,,,,1071,1205,635,362,8,,650,421,99,47,
202309,Q10,일식/수산물,M,만두류,M03,육류만두류,,1935900,3183800,2745394,2762057,1452400,,1455600,1506300,1210500,1700400,1085000,,,398,607,542,550,280,,272,274,260,361,253
202402,Q08,유흥주점,E,구이류,E03,육류구이류,,2572170,5695638,1934900,1495200,151000,,3455333,3397457,592352,145000,,,,197,306,105,83,5,,151,140,24,5,
202405,Q15,한식,W,음료류,W09,전통음료류,47000,306500,406300,735100,690100,113000,22500,281500,310700,415500,627900,275000,,10,85,121,176,191,35,5,80,108,111,151,61
202312,Q07,양식,A,밥류,A04,덮밥류,4032700,41571227,35885506,25946159,24367386,5334100,5097400,53693743,30620902,26847909,19865263,3595000,45105331,394,4003,3488,2527,2302,497,479,4987,2840,2529,1905,320
202406,Q14,패스트푸드,G,튀김류,G04,가스류,54400,3968200,3620328,3552306,2351506,1426400,130700,3730230,3949606,3542112,4437000,2563900,3112500,4,349,314,291,213,123,11,318,321,302,345,208
202309,Q07,양식,U,과일/샐러드류,U02,샐러드류,6000,2428469,10397111,10860974,12723911,5797555,,6463315,17450119,18273604,22014873,6636388,,4,222,905,960,1026,435,,594,1427,1569,1812,519
202403,Q05,부페,V,주류,V03,맥주류,160000,22132428,35507408,43101046,41053257,28737049,15900,7104570,13298899,19632876,20210754,13870340,,37,4522,7306,8828,8475,5793,4,1485,2737,4089,4173,2841
202307,Q15,한식,V,주류,V04,사케류,,1078800,2089000,2908500,1028000,65000,,1341500,1336000,182000,199000,,,,60,76,68,44,4,,67,44,9,8,
202309,Q07,양식,B,면류,B11,중국식면류,40000,1029900,1667200,2189300,2334200,1358500,210000,1380700,819000,2207800,1071500,327500,,5,92,176,232,263,144,25,133,76,236,115,34
202310,Q13,커피/음료,G,튀김류,G01,수산물튀김류,,,,,72000,,,72000,108000,,,,,,,,,4,,,4,6,,,
202310,Q12,중식,F,볶음류,F03,육류볶음류,,814400,5600562,9837900,18306824,15487314,,707400,1870800,1773200,4766694,5164150,,,62,269,425,742,550,,49,101,93,193,192
202401,Q15,한식,F,볶음류,F04,김치볶음류,,834400,2189000,3581500,5809800,3597500,,957800,785200,917800,1238900,55000,,,66,150,258,405,266,,67,53,81,96,5
202311,Q03,닭/오리요리,B,면류,B07,볶음면류,,36000,70000,,80000,,,54000,,,,,,,4,7,,10,,,6,,,,
202308,Q12,중식,S,떡류,S02,호떡류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q10,일식/수산물,J,데침/삶음류,J01,수산물삶음류,,,1309584,2601000,8083000,8133000,,,,665000,2075000,2560000,,,,16,34,122,125,,,,11,31,42
202310,Q04,별식/퓨전요리,F,볶음류,F03,육류볶음류,40000,2356200,6881500,12350500,15494232,5933000,89000,1079300,1875000,6251320,7607500,5096000,17493000,4,210,501,889,1057,505,9,86,148,460,570,446
202310,Q13,커피/음료,A,밥류,A13,주먹밥류,,123000,12500,17000,41500,,,125000,159000,107500,51500,,,,6,5,6,15,,,46,30,12,19,
202406,Q15,한식,Q,김치류,Q02,무김치류,,40000,254000,526000,710000,1153000,,,300000,477000,766500,906000,,,4,18,46,76,114,,,26,45,79,88
202404,Q10,일식/수산물,X,빙과류,X01,아이스크림류,,238500,586800,429540,301700,425900,,127500,180000,179000,165800,246500,,,37,182,273,203,354,,18,92,149,138,209
202310,Q01,간이주점,U,과일/샐러드류,U02,샐러드류,,6906416,9539000,10177200,12066574,2286000,,6501000,5241000,4472000,4615400,822000,,,469,745,738,796,134,,461,425,319,300,53
202405,Q11,제과/제빵/떡/케익,F,볶음류,F06,떡볶이류,21500,539500,993000,1549300,1023100,153500,63000,647300,1098000,1567600,882000,93000,,5,81,168,311,185,38,9,80,180,317,138,28
202404,Q01,간이주점,B,면류,B09,수제비류,50000,1640737,2195637,1388700,1494500,1208000,,1060211,1780137,1522100,1920000,1838000,,5,110,176,120,126,66,,66,138,121,142,120
202312,Q13,커피/음료,T,빵/과자류,T31,타코/브리또/또띠아/랩류,,834502,960312,480184,397440,25050,,1593504,1161593,738833,550882,148000,,,87,136,78,64,4,,229,197,117,89,13
202402,Q08,유흥주점,G,튀김류,G02,야채/채소튀김류,,3493458,3984487,607651,277000,,,2640050,1736151,326151,118900,,,,246,278,49,24,,,231,129,18,8,
202312,Q12,중식,B,면류,B14,탕면류,46700,12392836,25888742,27349413,25015942,15919218,59000,13802784,17425400,15854287,11810612,8071200,55245397,4,1261,2686,2795,2545,1554,5,1394,1752,1587,1177,769
202404,Q15,한식,K,적/꼬치류,K03,육류꼬치류,17000,1956300,3828500,5169800,2578300,389000,30000,1440700,2006000,1552500,794000,214000,,13,573,646,511,279,25,30,511,339,326,112,14
202312,Q12,중식,P,냉채/무침류,P01,수산물무침류,,895710,11213983,35666311,49195526,35015530,,,3738181,11737200,16405219,10750044,,,38,384,1125,1546,1053,,,118,383,512,325
202311,Q13,커피/음료,U,과일/샐러드류,U01,과일류,77100,836000,2572800,4036100,3785000,1059000,12000,1584650,4282190,5290780,4381501,2132916,,9,174,285,403,424,124,4,291,446,462,510,196
202403,Q01,간이주점,V,주류,V01,고량주류,,5998000,18929664,19385198,18566735,4119000,,2206000,4639688,1554000,2282800,392000,,,322,870,859,894,209,,135,213,89,118,23
202402,Q10,일식/수산물,L,전/부침류,L05,계란전/부침류,,1326469,2190444,1708100,2376800,740000,,1748175,1303313,905500,1269800,392500,,,233,416,291,371,106,,214,208,146,168,70
202308,Q14,패스트푸드,T,빵/과자류,T26,쿠키류,,120400,328800,459000,486300,96950,10000,392600,870139,679520,527500,66000,,,46,118,112,147,30,4,136,258,207,135,19
202311,Q06,분식,A,밥류,A05,도시락류,,275500,178900,530500,536000,248500,,132500,280500,495500,411000,189500,,,50,25,82,66,36,,24,43,78,64,27
202308,Q02,고기요리,B,면류,B14,탕면류,,332700,298500,502600,790000,250500,,402100,236500,112000,280000,,,,28,44,78,157,44,,30,21,14,51,
202312,Q04,별식/퓨전요리,W,음료류,W06,에이드류,,371900,317900,87200,139000,,,840871,546459,184646,264100,60500,,,62,63,14,21,,,130,80,38,40,11
202401,Q03,닭/오리요리,V,주류,V10,혼성주류,,133000,,97000,18000,210000,,147500,,,56000,,,,26,,11,6,14,,19,,,4,
202403,Q13,커피/음료,A,밥류,A04,덮밥류,,567410,1684300,819500,845140,385920,,671650,1520650,1080340,956650,445667,,,102,231,135,143,72,,116,222,165,176,99
202310,Q01,간이주점,B,면류,B12,쫄면류,,992300,908400,1717500,921400,34000,,254100,381400,1130800,638200,,,,63,55,99,54,4,,25,30,70,43,
202309,Q03,닭/오리요리,G,튀김류,G01,수산물튀김류,,542800,1503100,4991265,5224926,2571200,,198600,739000,1464100,1287700,194000,,,54,186,590,564,244,,22,100,253,170,42
202311,Q02,고기요리,T,빵/과자류,T02,과자류,,74000,377200,500806,229000,141000,,41500,147800,128621,122000,95700,,,49,143,180,76,36,,20,73,64,43,29
202404,Q06,분식,U,과일/샐러드류,U02,샐러드류,,120090,1615288,2861883,2460400,1385850,,417750,2058745,4231432,3771900,2020800,,,43,603,1098,970,493,,177,800,1673,1469,885
202401,Q12,중식,L,전/부침류,L03,육전류,,14000,37800,39200,104600,,12000,38000,40200,32800,11000,27000,,,14,48,44,58,,8,38,72,24,11,9
202307,Q15,한식,C,죽류,C02,야채/채소죽류,,67000,701400,672800,1195000,1493000,,274800,664050,785000,1833220,1943920,,,8,98,78,119,150,,32,121,81,177,209
202309,Q16,휴게소/대형업체,W,음료류,W11,차류,,13500,26500,69500,54500,47500,,45000,62500,31500,58500,7000,,,9,13,35,26,22,,29,34,16,19,4
202308,Q02,고기요리,N,회류,N01,수산물생회류,,1507800,3926100,5253200,5059700,3748000,,3737400,1110000,1338500,2143900,415500,,,91,179,235,214,166,,205,71,64,95,29
202401,Q01,간이주점,L,전/부침류,L03,육전류,,7593200,9644000,5532300,3803600,80000,,4226200,2628000,1155600,676800,,,,402,495,280,195,5,,219,127,58,34,
202310,Q12,중식,T,빵/과자류,T02,과자류,,,4000,12000,38000,55000,,32000,,18000,64000,,,,,4,12,14,12,,4,,18,24,
202307,Q01,간이주점,T,빵/과자류,T18,일본식과자류,,92000,80000,,,,,151000,32000,20000,,,,,23,20,,,,,40,8,5,,
202404,Q02,고기요리,I,조림류,I03,육류조림류,,35000,313000,265625,238000,,,50000,315000,105000,117880,,,,7,38,26,16,,,11,41,9,11,
202309,Q07,양식,Y,추가/사리,Y01,추가/사리,163700,1514443,2341629,1915000,1727816,408300,87200,1277200,1722194,1820602,1393708,273400,293265,64,595,993,913,658,177,18,551,712,877,611,179
202309,Q04,별식/퓨전요리,L,전/부침류,L01,해물전류,,116927,504600,339100,119200,89400,,541600,711527,268200,296600,184300,,,9,46,26,8,6,,43,57,18,25,17
202402,Q14,패스트푸드,A,밥류,A13,주먹밥류,,51000,,,78000,36000,,48000,57000,72000,54000,,,,12,,,14,4,,16,9,14,6,
202404,Q08,유흥주점,D,국/탕/찌개/전골류,D06,전골류,,702000,186000,,,,,447000,156000,,,,,,26,6,,,,,16,6,,,
202309,Q01,간이주점,A,밥류,A06,리조또류,,479000,496800,177400,,112000,,635400,93500,122600,94600,,,,62,45,10,,4,,77,18,8,13,
202401,Q10,일식/수산물,K,적/꼬치류,K02,야채/채소꼬치류,,,,,,,,,,,,,,,,,,,,,,,,,
202404,Q12,중식,F,볶음류,F03,육류볶음류,110000,671352,5591900,11961700,15311474,19094499,,880960,2164200,2537612,4952600,3465700,,10,43,273,523,604,667,,62,106,114,194,124
202311,Q15,한식,M,만두류,M04,김치만두류,,266000,910000,1018500,1528700,536500,,149400,245500,425000,911967,503667,,,46,145,164,256,74,,33,34,64,146,83
202404,Q11,제과/제빵/떡/케익,M,만두류,M03,육류만두류,88200,6823900,20712000,34345808,38019967,27565950,58500,7594950,16982163,29766267,33837700,26353879,39520800,20,1186,3556,6049,6623,4793,9,1356,3002,5299,5998,4588
202309,Q14,패스트푸드,W,음료류,W03,생수류,9000,61500,86500,55500,22975,,,200697,116900,90173,72268,,,9,81,103,62,33,,,353,174,115,96,
202308,Q07,양식,T,빵/과자류,T23,치아바타류,9600,,29100,144800,120540,45800,,19300,111920,255000,270040,120000,,5,,7,30,25,11,,4,31,60,63,25
202404,Q05,부페,B,면류,B06,라면류,79800,591900,475100,780300,474600,,,53500,9000,165700,141400,17900,,24,182,145,249,147,,,15,4,45,47,5
202405,Q02,고기요리,N,회류,N01,수산물생회류,,1640300,3888887,5079910,8009900,1599700,,1701949,1992400,530500,1637900,757000,,,77,162,198,282,92,,95,97,40,58,21
202308,Q01,간이주점,L,전/부침류,L05,계란전/부침류,,21265200,23815563,19900300,16866037,1915200,,14552800,6400300,4220700,3646100,291300,,,1789,1940,1759,1543,174,,1158,528,379,310,26
202403,Q03,닭/오리요리,D,국/탕/찌개/전골류,D06,전골류,,270000,2611800,4358091,9250167,9128000,,296000,1448000,1840882,4776000,4213000,,,12,114,158,339,310,,14,67,93,141,127
202307,Q14,패스트푸드,U,과일/샐러드류,U01,과일류,,129000,686600,630240,226000,155800,140000,624000,809900,862290,324880,345870,,,7,107,97,34,23,10,70,114,166,60,67
202309,Q10,일식/수산물,N,회류,N03,육류생회류,,5493115,7949994,4886100,4241500,3537000,,5142050,2472844,1055700,788000,739000,,,235,301,175,141,87,,234,95,42,22,18
202406,Q08,유흥주점,M,만두류,M04,김치만두류,,,,,,,,,,,,,,,,,,,,,,,,,
202402,Q13,커피/음료,U,과일/샐러드류,U02,샐러드류,,376100,3262865,3777758,4338023,2517200,,2678138,7308933,7297383,8686335,2721900,1351420,,39,319,283,358,173,,291,756,623,697,166
202311,Q10,일식/수산물,F,볶음류,F06,떡볶이류,4000,498000,806400,575500,209000,42900,4000,994300,274000,712700,355500,46000,,4,41,69,83,33,4,4,80,45,118,42,10
202401,Q12,중식,B,면류,B12,쫄면류,,,26000,,52000,34000,,,99500,139000,88500,,,,,4,,8,5,,,15,21,13,
202312,Q06,분식,T,빵/과자류,T28,크로와상류,,,,35400,72800,,,,,,89500,,,,,,6,12,,,,,,18,
202309,Q09,음식배달서비스,E,구이류,E03,육류구이류,,394900,373000,362800,529000,306000,,296400,,69000,126000,162000,,,31,34,23,41,17,,19,,5,7,9
202402,Q12,중식,P,냉채/무침류,P02,야채/채소무침류,,195500,1104900,1420600,607000,82000,,108600,738300,546000,214000,135000,,,38,190,247,108,13,,20,125,100,40,24
202402,Q03,닭/오리요리,W,음료류,W10,주스류,,123500,139500,155000,51000,,,81500,62000,36500,17000,,,,63,60,72,31,,,35,25,20,10,
202309,Q07,양식,A,밥류,A13,주먹밥류,,54500,,127500,28000,,,65400,279000,76300,,,,,10,,21,7,,,6,29,7,,
202311,Q15,한식,T,빵/과자류,T32,토스트류,,97000,224400,345500,294500,164000,,465400,539900,308100,205000,80000,,,23,49,86,74,41,,54,70,55,55,20
202311,Q15,한식,T,빵/과자류,T31,타코/브리또/또띠아/랩류,143000,2072800,2081473,533210,100000,,78000,2880410,2013010,737800,638400,236600,,11,104,118,27,15,,6,132,112,52,31,17
202402,Q08,유흥주점,T,빵/과자류,T25,케이크류,,151000,235650,91500,125000,328500,30000,679300,797530,202050,187900,188000,,,17,30,8,16,39,4,85,91,30,23,23
202310,Q10,일식/수산물,X,빙과류,X01,아이스크림류,2000,184000,434900,443600,222700,201000,,193500,196500,194200,203400,182000,,4,48,168,238,173,201,,51,92,139,146,144
202402,Q11,제과/제빵/떡/케익,X,빙과류,X02,빙수류,,273000,297100,318000,272500,216500,,1127400,548100,367500,582500,52500,,,26,23,26,20,19,,87,40,35,39,5
202309,Q01,간이주점,M,만두류,M02,야채/채소만두류,,881782,2122191,1422800,784591,142500,,985100,846391,485400,331600,30000,,,142,310,223,111,17,,164,146,103,48,6
202311,Q07,양식,A,밥류,A02,그라탱/도리아류,339600,721500,836311,713000,555500,,99400,1538714,876325,976325,729000,,,35,91,92,74,64,,12,165,94,107,71,
202403,Q08,유흥주점,X,빙과류,X02,빙수류,,444600,582200,,,,,364500,113000,,,,,,20,32,,,,,16,5,,,
202406,Q03,닭/오리요리,H,찜류,H03,육류찜류,572000,15387040,18734836,22626442,25594105,22364439,227000,13950587,12820520,15825085,17462761,13596006,81034021,21,647,704,795,886,703,8,595,477,568,614,423
202311,Q12,중식,V,주류,V03,맥주류,66000,18834886,57498793,58478827,51155547,27964841,40000,16291492,26464574,23781361,19336170,7913179,3988100,14,3509,11017,11595,10313,5551,8,2992,4963,4724,3869,1567
202311,Q15,한식,W,음료류,W10,주스류,31600,570400,991400,934429,767635,250000,25500,1027112,1924407,1187250,1184884,436067,,11,176,217,195,137,16,10,281,494,246,203,78
202309,Q11,제과/제빵/떡/케익,D,국/탕/찌개/전골류,D08,탕류,,337014,213800,494300,1483200,1222000,127800,264800,79300,274100,1071014,590000,,,26,17,38,87,86,15,32,8,24,52,43
202309,Q12,중식,A,밥류,A01,국밥류,,698400,2709000,4844500,6064500,3505000,,314400,1197000,2077150,1399500,895000,,,72,276,524,674,413,,33,120,222,162,110
202308,Q11,제과/제빵/떡/케익,E,구이류,E03,육류구이류,,911200,4483810,6003240,6522816,2383576,,1564300,2524160,3970841,3171467,1288790,1521900,,99,389,510,500,195,,214,310,507,351,203
202404,Q01,간이주점,T,빵/과자류,T05,머랭류,,,,,,,,,,65200,,,,,,,,,,,,,23,,
202312,Q08,유흥주점,W,음료류,W12,커피류,70100,5945918,7989673,5356822,6145495,5059520,352100,9987734,8722608,5896895,6656887,2514650,7296242,16,1224,1901,1300,1424,1097,64,1912,1978,1474,1494,536
202402,Q02,고기요리,U,과일/샐러드류,U01,과일류,,106800,251600,,40000,,,39600,,40000,,,,,12,12,,4,,,4,,4,,
202402,Q03,닭/오리요리,G,튀김류,G01,수산물튀김류,,448400,1260800,3482820,4963000,2397400,,203000,765700,1355200,1183300,433000,,,45,153,391,513,219,,25,90,161,114,42
202405,Q15,한식,B,면류,B10,우동류,254000,7608015,9443315,8088060,5236430,2732100,159500,6952168,7307958,5878141,4024000,2102800,22468641,24,799,1021,947,651,331,16,738,800,675,477,237
202307,Q07,양식,B,면류,B12,쫄면류,,1098900,3554038,4925300,4408100,917700,,713662,2009144,4270382,4853500,1548400,,,129,415,597,553,111,,82,238,532,597,185
202307,Q10,일식/수산물,A,밥류,A13,주먹밥류,,1187798,1640878,1731150,882300,310000,,1865900,829500,760100,458300,183000,,,280,410,455,238,91,,416,243,210,133,52
202309,Q04,별식/퓨전요리,D,국/탕/찌개/전골류,D02,나베류,,1805410,5195718,3938470,2456550,2301919,,3301280,3371008,2554800,2093998,1894800,,,92,257,196,122,118,,180,192,139,119,87
202402,Q02,고기요리,T,빵/과자류,T02,과자류,,18500,311600,611940,253496,152500,,64900,222000,573800,204500,134500,,,9,166,234,83,41,,38,105,170,48,38
202308,Q08,유흥주점,T,빵/과자류,T06,바게트류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q06,분식,B,면류,B09,수제비류,42500,6305500,21384472,36484800,50694672,52063886,36000,9019400,21375689,31886658,48432372,47095944,13306816,5,781,2582,4459,6248,6495,4,1116,2589,3974,6084,5897
202401,Q10,일식/수산물,B,면류,B05,라멘류,3541100,47543236,52042500,32090421,21209600,6329300,3666800,38786447,30841550,22703183,17171100,2947300,82922457,384,5018,5347,3303,2206,644,393,4005,3166,2353,1783,294
202308,Q15,한식,W,음료류,W10,주스류,,1472260,2300694,2083054,2258018,806167,,2192050,2597564,1908257,2310685,1192745,,,369,439,432,412,142,,454,519,389,404,216
202310,Q03,닭/오리요리,V,주류,V09,칵테일류,,1935561,3532671,3409300,2041300,71500,,2698463,1630899,1171500,828000,,,,255,432,456,276,8,,357,218,154,108,
202402,Q07,양식,D,국/탕/찌개/전골류,D03,샤브샤브류,,,,,,,,,,,,,,,,,,,,,,,,,
202401,Q01,간이주점,F,볶음류,F05,난볶음류,,467600,1594700,660000,442000,,,328100,223000,108000,,,,,47,114,48,32,,,30,15,8,,
202406,Q01,간이주점,D,국/탕/찌개/전골류,D09,퐁듀류,,253500,119400,278600,,,,515000,99500,99500,,,,,12,6,14,,,,24,5,5,,
202404,Q01,간이주점,Q,김치류,Q01,배추김치류,,61100,312100,150000,272500,,,116000,51600,95000,167000,70000,,,21,45,22,24,,,12,8,11,22,7
202310,Q11,제과/제빵/떡/케익,T,빵/과자류,T04,마늘빵류,4000,2012589,6468153,9758145,9400993,6885510,6200,3929423,8168521,11204615,12183176,8273493,28356089,4,426,1191,1823,1848,1259,5,837,1600,2350,2552,1666
202310,Q11,제과/제빵/떡/케익,T,빵/과자류,T35,프레첼류,,678920,2690921,3057752,2317761,624310,38900,3966213,5734791,5812537,3242009,1085285,1281320,,162,630,712,543,152,10,971,1366,1395,752,243
202307,Q02,고기요리,T,빵/과자류,T19,전통과자류,,,39000,85500,101000,144000,,,55000,20000,60000,75000,,,,28,50,71,49,,,34,16,16,48
202402,Q13,커피/음료,T,빵/과자류,T22,초콜릿류,,626700,1940850,1616138,1187273,570800,28100,3151815,2835753,2192223,1524902,149400,,,107,325,298,207,96,7,492,493,393,278,28
202404,Q02,고기요리,B,면류,B11,중국식면류,,2219000,2560400,3947710,3341500,2256200,,1070700,1207500,1723500,1702500,1137500,,,246,283,451,396,241,,105,126,195,177,99
